"","id","challenge_1","challenge_2","challenge_3","challenge_4","challenge_5","att_challenge_1","att_challenge_2","att_challenge_3","att_challenge_4","att_challenge_5","failure_1","failure_2","failure_3","failure_4","failure_5","att_failure_1","att_failure_2","att_failure_3","att_failure_4","att_failure_5","criticism_1","criticism_2","criticism_3","criticism_4","criticism_5","att_criticism_1","att_criticism_2","att_criticism_3","att_criticism_4","att_criticism_5"
"140","R_WeumYgJne8i5Jnz","Nehéz ","Új ","Élmény ","Lelkesítő ","Energia igényes ","semleges","pozitív","pozitív","pozitív","inkább negatív","Csalódás ","Düh ","Hiábavalóság","Feleslegesség","Új esély ","negatív","negatív","negatív","negatív","inkább pozitív","Bíráló ","Ítélet ","Hiba ","Javítás ","Tanulás ","inkább negatív","negatív","inkább negatív","inkább pozitív","inkább pozitív"
"141","R_3ElLZagIoa5a9tz","félelem","új","izgalom","kíváncsiság","akaraterő","negatív","semleges","inkább pozitív","inkább pozitív","pozitív","fájdalom","bizonytalanság","útmutatás","csak előre","tanulság","negatív","inkább negatív","inkább pozitív","pozitív","pozitív","fontos ","emberek","oktatás","külső","pozitív-negatív","pozitív","semleges","inkább negatív","inkább negatív","pozitív"
"142","R_3PoGoDWSRHoX4zR","Cel","Munka","Siker","Ero","Magabiztosság ","semleges","inkább pozitív","pozitív","pozitív","pozitív","Szomorúság ","Sikertelenség ","Megosztottság ","Gyengeség ","Elnyomottsag","negatív","negatív","semleges","negatív","negatív","Tanulekonysag","Jó ","Rossz ","Építő ","Okos","pozitív","pozitív","negatív","inkább pozitív","pozitív"
"143","R_2496DTPWqc7fHcu","teljesítmény","teher","jutalom","fejlődés","stressz","inkább pozitív","negatív","pozitív","pozitív","inkább negatív","tanulás","hasznos","küzdés","szerencse","rossz","inkább pozitív","inkább pozitív","inkább pozitív","semleges","negatív","építő","fontos","megfontolandó","kellemetlen","hasznos","semleges","inkább pozitív","pozitív","negatív","pozitív"
"144","R_3qDz3MET059RBBm","Cél","Erő","Nehézség ","Akadályok","Jutalom","pozitív","pozitív","semleges","inkább negatív","pozitív","Veszteség","Csalódás","Sikertelenség","Reménykedés","Bukás","negatív","negatív","negatív","negatív","negatív","Értékel","Vélemény","Bírálat","Befolyásolás","Jó","semleges","inkább pozitív","negatív","negatív","pozitív"
"145","R_2Y653ZEVAinFRvd","Sikerelmeny ","Teljesítmény ","Önbizalom ","Elkötelezettség ","Élet","pozitív","pozitív","pozitív","pozitív","pozitív","Élet ","Vereség ","Nehéz ","Verseny","Teljesítmény ","pozitív","inkább negatív","semleges","semleges","inkább pozitív","Vélemény ","Rossz","Építő ","Rosszul eső ","Sértő ","inkább negatív","inkább negatív","pozitív","inkább negatív","negatív"
"146","R_2Y4fqeHtFTJdRg1","Teljesítmény ","Sikerelmeny ","Kudarc","Verseny ","Magabiztossag","semleges","pozitív","negatív","semleges","pozitív","Fájdalom ","Önbizalom romboló ","Erősítő (lélekben) ","Teljesítmény","Siker","negatív","negatív","pozitív","pozitív","pozitív","Vélemény ","Romboló ","Építő ","Rosszul eső","Ellentétes","semleges","negatív","pozitív","negatív","semleges"
"147","R_2PaJhSQSp1oZpZj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","R_YRzYqJuNWUHPpAJ","Szívás","Nehéz","Megéri","tervezés","Nyeremény","negatív","inkább negatív","inkább pozitív","inkább pozitív","pozitív","","","","","","","","","","","","","","","","","","","",""
"149","R_1hXTw3hFXsyzvKh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150","R_afsiojk2oN1tUmB","stressz","lehetőség","elbukás","próbatétel","fejlődés","inkább negatív","inkább pozitív","negatív","inkább pozitív","pozitív","szégyen","rossz érzés","tanulság","tapasztalat","csalódás","negatív","negatív","pozitív","inkább pozitív","negatív","építő","rossz","észrevétel","rossz megjegyzés","nemtetszés","pozitív","negatív","inkább negatív","negatív","negatív"
"151","R_6PfRgMYepH2lK9z","próba","verseny","küzdelem","tanulás","tapasztalat","inkább pozitív","semleges","semleges","pozitív","pozitív","csalódottság","megfelelés","sikertelenség","vereség","negativitás","inkább negatív","semleges","negatív","inkább negatív","negatív","megfelelés","bírálat","befolyásolás","értékelés","vélemény","semleges","inkább negatív","negatív","inkább pozitív","pozitív"
"152","R_sETydvuRqQm7MRz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153","R_1lhkRN8rjGq2nl3","izgatottság","új","felfedezés","gondolkodás","kíváncsiság","pozitív","pozitív","pozitív","pozitív","pozitív","sikertelenség","nehéz","szomorúság","sírás","bukás","negatív","inkább negatív","negatív","negatív","negatív","vélemény","kötekedés","szubjektív","segítség","bántó","semleges","inkább negatív","inkább negatív","pozitív","negatív"
"154","R_1puoWISypAaqLG1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155","R_O2uGeiPJ9qJESD7","Feladat","Vetélkedő","Probléma","Megoldandó","Izgalmas","semleges","semleges","inkább negatív","semleges","pozitív","Probléma","Elkeseredés","Fájdalom","Szomorúság","Veszteség","semleges","inkább negatív","negatív","negatív","inkább negatív","Vélemény","Fájdalmas","Főzőverseny","Sértő","Verseny","inkább negatív","negatív","semleges","negatív","semleges"
"156","R_31Ai6BEsj6zVM6D","verseny ","feladat","jutalom ","győzelem ","párbaj ","inkább pozitív","semleges","pozitív","pozitív","inkább pozitív","","","","","","","","","","","összeomlás","hierarchia","csapat ","irodalom ","tanulás ","negatív","inkább negatív","inkább pozitív","semleges","inkább pozitív"
"157","R_2ro1a3jpFcXFRf8","Teljesítmény","Sikerélmény","Munka","Fejlődés","Bizonyítás","pozitív","pozitív","semleges","pozitív","pozitív","Bukás","Cserbenhagyás","Újrakezdés","Felülkerekedni","Stresszoldás","negatív","negatív","inkább pozitív","pozitív","inkább pozitív","Csalódottság","Kudarc","Tükör","Hierarchia","Panaszkodás","negatív","negatív","semleges","semleges","negatív"
"158","R_2dnHfQM5D206zqj","ismeretlen","félelem","erő","próba","teljesítmény","semleges","inkább negatív","semleges","semleges","inkább pozitív","feladás","meghátrálás","gyengeség","ismétlődés","bátorság","negatív","negatív","inkább negatív","semleges","inkább pozitív","család","teljesítmény","írás","önértékelés","mérce","semleges","inkább pozitív","pozitív","semleges","semleges"
"159","R_5iGy2SWO9ERCAH7","türelem","kitartás","erő","feladat","elhivatottság","pozitív","pozitív","pozitív","semleges","pozitív","szomorúság","unalom","reménytelenség","önbizalomhiány","csalódottság","negatív","negatív","negatív","negatív","negatív","negatív","vélemény","teljesítmény","szó","visszajelzés","negatív","semleges","inkább pozitív","semleges","semleges"
"160","R_RyiDjpCoX9roZIR","Kitartás","Feladat","Nehéz","Erő","Munka","pozitív","semleges","inkább negatív","pozitív","inkább pozitív","Csalódás","Lehetőség","Szomorúság","Fájdalom","Sírás","negatív","pozitív","negatív","negatív","negatív","","","","","","","","","",""
"161","R_WCX8TPalttzjB8B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"162","R_27QFNjrZVqI5icN","utazás","munkahely","kutatás","sport","izgalom","pozitív","inkább pozitív","semleges","pozitív","pozitív","bukás","iskola","siker","tanóra","élet","negatív","inkább negatív","pozitív","semleges","inkább pozitív","negatív","pozitív","építő","iskola","irodalom","negatív","pozitív","inkább pozitív","semleges","inkább pozitív"
"163","R_1QEewNOT9ChriHI","Motiváltság","Célok","Önbizalom","Kemény munka","Siker","pozitív","inkább pozitív","pozitív","semleges","pozitív","Szomorúság","Céltalanság","Rosszkedv","Érdektelenség","Irigység","inkább negatív","inkább negatív","negatív","negatív","negatív","Negatív ","Pozitív ","Hasznos","Segítség","Hátráltatás","negatív","pozitív","inkább pozitív","inkább pozitív","inkább negatív"
"164","R_2YxHYVGkkniN1hH","nehézség","fejlődés","tanulás","próba","teszt","inkább pozitív","pozitív","pozitív","inkább pozitív","pozitív","félelem","bukás","szégyen","sírás","újra","negatív","negatív","negatív","negatív","inkább pozitív","társadalom","társak","elvárás","megfelelés","rosszindulat","semleges","semleges","inkább negatív","inkább negatív","negatív"
"165","R_2q8GoqBBK3s0H6G","iskola","egyetem","vizsga ","pályakezdőfizetés","felkelni","semleges","inkább pozitív","inkább negatív","negatív","negatív","kukac","giliszta","kukacbukac","nyalóka ","cukor","inkább negatív","inkább negatív","pozitív","inkább pozitív","inkább pozitív","karika","paprika","paradicsom ","pizza","pomodoro","inkább negatív","semleges","inkább pozitív","pozitív","pozitív"
"166","R_1M0t6n7wIpDJTAT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167","R_6DL8h53OuMoKMRX","Megpróbáltatás","Nyereség","Bukás","Csapatmunka","Fejlődés","pozitív","pozitív","inkább negatív","semleges","inkább pozitív","","","","","","","","","","","Tanulás","Fejlődés","Előny",".",".","inkább pozitív","inkább pozitív","inkább pozitív","semleges","semleges"
"168","R_10MWQDarVk9QOoZ","Munkahely","Harmonikus párkapcsolat fenntartása","Anyagibiztonság érzetét el elérése","Embernek maradni a mai világban","Mindig jót főzni :)","inkább pozitív","pozitív","semleges","pozitív","pozitív","","","","","","","","","","","","","","","","","","","",""
"169","R_1Nh1V5Edk77E6yY","behívás","lehetőség","küzdelem","erő","fejlődés","semleges","pozitív","inkább pozitív","pozitív","pozitív","szomorúság","bánat","odaadás","bírálat","szeretet","inkább negatív","inkább negatív","pozitív","negatív","inkább pozitív","ócsárolás","javítás","építés","frusztráció","elégedetlenség","inkább negatív","pozitív","pozitív","inkább negatív","semleges"
"170","R_6MDeG8lTq7YL3Vv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"171","R_1pFlhEqYLBoHiGw","Társaság","Csikó","Munka","Otthon","Kapcsolatok","negatív","pozitív","inkább negatív","inkább pozitív","negatív","Élet","Család","Iskola","Barátok","Sport","negatív","inkább negatív","inkább negatív","negatív","negatív","","","","","","","","","",""
"172","R_2xKSBJQGBOYC9Ad","cél","tanulás","lehetőség","kudarc","siker","pozitív","pozitív","pozitív","inkább negatív","pozitív","továbblépés","élet","próba","cél","fejlődés","pozitív","semleges","inkább pozitív","pozitív","pozitív","építő","segítség","fejlődés","tanulás","mentor","pozitív","pozitív","pozitív","pozitív","inkább pozitív"
"173","R_3MAnBDfY7E0psF2","verseny","ellenfél","akadály","elhivatottság","akarat","inkább pozitív","inkább negatív","negatív","pozitív","pozitív","szorongás","csalódottság","stressz","hiba","szomorúság","negatív","negatív","negatív","inkább negatív","negatív","fejlődés","zavartság","rosszindulat","bizonyítás","építő","pozitív","inkább negatív","negatív","pozitív","pozitív"
"174","R_3iqWATJe3Vdt8vK","Tanulás","Munka","Család","Magabiztosság","Bizalom","inkább negatív","inkább negatív","negatív","inkább negatív","inkább negatív","Depresszió","Corvinus","Magyarország","Család","Tanulás","negatív","negatív","negatív","negatív","negatív","Érvelés","Tanulás","Nehéz","Érett","Tekintélyszemély ","pozitív","pozitív","inkább negatív","inkább pozitív","pozitív"
"175","R_3QGDzHnSzd2KNEJ","meccs","csapat","ero","kudarc","fejlodes","semleges","semleges","pozitív","negatív","inkább pozitív","","","","","","","","","","","ujsag","rossz","nok","tanar","epito","semleges","negatív","inkább negatív","inkább negatív","pozitív"
"176","R_1K6XTk1plBtUVTz","Akadály ","Nehézség ","Fejlődés ","Öröm ","Bizonyítás","inkább negatív","inkább negatív","pozitív","pozitív","pozitív","","","","","","","","","","","Pozitív ","Negatív ","Fejlődés","Lehetőség","Megfogad","pozitív","negatív","pozitív","pozitív","pozitív"
"177","R_2CQGp3sA6vS3Jo5","Küzldelem","Kudarc","Győzelem","Teljesítmény","Véghezvitel","pozitív","negatív","pozitív","semleges","inkább pozitív","Csalódas","Elégtelen","Lelkiismeretfurdalás","Fájdalom","Újrakezdés","negatív","inkább negatív","inkább negatív","negatív","pozitív","Megnyilvanulás","Rossz","Jó","Ítélkezés","Vélemény","semleges","negatív","pozitív","inkább negatív","semleges"
"178","R_1q3bE1w0EShYKVE","nehéz","akadály","lehetőség","fejlődés","megoldás","semleges","inkább negatív","pozitív","pozitív","inkább pozitív","újrakezdés","próbálkozás","hiba","kihívás","akadály","inkább pozitív","inkább pozitív","inkább negatív","semleges","inkább negatív","visszajelzés","elismerés","őszinteség","pozitív","negatív","inkább pozitív","inkább pozitív","pozitív","inkább pozitív","inkább negatív"
"179","R_2AFqCwoDMNL8cti","élet","munka","önmegvalósítás","iskola","fejlődés","pozitív","inkább pozitív","pozitív","inkább pozitív","pozitív","élet","munka","iskola","párkapcsolat","lehetőség","pozitív","inkább pozitív","inkább pozitív","pozitív","pozitív","szembesítés","konstruktív","fejlődés","előrelépés","lehetőség","inkább pozitív","pozitív","pozitív","pozitív","pozitív"
"180","R_0ocDYMPGseg2Oid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181","R_TiTusqR7QfwTK37","","","","","","","","","","","Felvételi ","Kapcsolatok","Tanarok","Palyazatok","Vizsga","inkább negatív","inkább negatív","negatív","semleges","inkább pozitív","","","","","","","","","",""
"182","R_pmknwsot341I0AV","munka","verseny","játék","intelligencia","internet","pozitív","inkább pozitív","pozitív","pozitív","inkább negatív","lustaság","tapasztalat","pazarlás","csalódás","újrakezdés","inkább negatív","pozitív","negatív","inkább negatív","inkább pozitív","építő","tanulság","szükséges","önbecsülés","újratervezés","pozitív","pozitív","inkább pozitív","inkább pozitív","inkább pozitív"
"183","R_2QnYhRkjqwXYfI7","verseny","ötletelés","próbálkozás","határok","kétség","semleges","inkább pozitív","pozitív","semleges","negatív","bánat","szégyen","újrapróbálkozás","feladás","elfogadás","negatív","negatív","pozitív","inkább negatív","inkább pozitív","elfogadás","közöny","építő jelleg","büszkeség","sértődés","pozitív","inkább negatív","pozitív","inkább negatív","negatív"
"184","R_ZaW2g7Gep7WmWK5","matek","karrier","feladat","házi","egyetem","inkább negatív","pozitív","inkább pozitív","semleges","pozitív","élet","egyetem","munka","játék","barát","inkább negatív","semleges","inkább negatív","semleges","negatív","siker","irigység","munka","szakdolgozat","facebook","inkább pozitív","inkább negatív","inkább pozitív","inkább pozitív","semleges"
"185","R_3qWp8PdEVzgzLjp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"186","R_qK2gub3jM6smMIF","Nehézség","Feladat","Küzdelem","Stressz","Siker","semleges","semleges","inkább negatív","semleges","pozitív","Csalódás","Újra","Másképp","Motiváció ","Szomorúság ","negatív","semleges","inkább pozitív","pozitív","negatív","Sértődés","Módszer","Építő","Könyv","Átgondolás","negatív","semleges","pozitív","semleges","inkább pozitív"
"187","R_2cAwI6VfFEsJ4eT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188","R_10xug2kugN7gRg5","cél","siker","nehézség","akadályok","izgalom","pozitív","pozitív","inkább negatív","inkább negatív","inkább pozitív","felépülés","hiba","nehézség","szükséges rossz","veszteség","pozitív","inkább negatív","semleges","semleges","negatív","építő","bántás","sértettség","újra gondolás","negatív","pozitív","negatív","negatív","pozitív","negatív"
"189","R_1f3IApoZUOtG1c7","Akarat","Megmutathatnék","Esély","Izgalom","Tapasztalat","inkább pozitív","inkább pozitív","pozitív","pozitív","pozitív","Reménytelen","Veszteség","Esélytelen","Mélypont","Csata","negatív","negatív","negatív","negatív","semleges","Vélemény","Ellenszenv","Megalázó","Leértékel","Fontos","semleges","negatív","negatív","negatív","inkább negatív"
"190","R_338ZNJnVMurT8gI","Küzdelem","Kitartás","Akadály","Próbatétel","Megpróbáltatás","semleges","pozitív","semleges","semleges","inkább pozitív","Sikertelenség","Csalódás","Hiba","Negatív","Akadály","negatív","inkább negatív","semleges","negatív","inkább pozitív","Vélemény","Értékelés","Bírálat","Minősítés","Visszajelzés","semleges","inkább pozitív","inkább negatív","inkább negatív","inkább pozitív"
"191","R_2fjLZ2GuaaodpSJ","cél","erõbefektetés","öszpontosítás","rendezettség","türelem","inkább pozitív","semleges","inkább pozitív","inkább pozitív","pozitív","bukás","letörtség","lehetõség","sikertelenség","önhibáztatás","inkább negatív","negatív","inkább pozitív","negatív","negatív","épülés","szurkálódás","szõrszálhasogatás","javulás","javítás","pozitív","inkább negatív","inkább negatív","inkább pozitív","pozitív"
"192","R_ulXcPrxH9eK7GkV","bátorság","új feladatok ","fejlődés","céltudatosság","nehézség","inkább pozitív","semleges","pozitív","pozitív","inkább negatív","csalódás","hibázás","elrontott feladatok ","szomorúság","negatív érzés","negatív","inkább negatív","inkább negatív","negatív","negatív","alábecsülés","építő jellegű","becsmérlés","megalázás","segítség","negatív","pozitív","negatív","negatív","inkább pozitív"
"193","R_bI5lS1wUW4qq7mx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194","R_3emdwqHbqUog7sx","küldetés","megoldandó","szembenézés","kitartás","akaraterő","inkább pozitív","pozitív","semleges","inkább pozitív","pozitív","sikertelenség","csalódás","balsiker","meghiúsulás","balszerencse","negatív","negatív","negatív","negatív","negatív","bírálat","pozitív","negatív","udvarias","megosztó","semleges","pozitív","negatív","pozitív","semleges"
"195","R_2vZBLT8SXBn0ZND","küzdés","akarat","feladat","próbatétel","nagy dolog","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","csalódás","probléma","negatív dolog","kellemetlen érzés","csalódottság","negatív","negatív","negatív","inkább negatív","negatív","pozitív","negatív","beszámoló","írás","vélemény","pozitív","negatív","inkább negatív","inkább negatív","negatív"
"196","R_1gngtOqiAvJv8F7","Szorongás","Túllépés","Elengedés","Kudarc","Akadály","negatív","pozitív","inkább pozitív","negatív","inkább negatív","Félelem","Tanulás","Kapcsolat","Munka","Barátság","negatív","pozitív","pozitív","inkább pozitív","pozitív","Film","Gondolkodás","Művészet","Nyers","Építő","semleges","pozitív","pozitív","inkább negatív","pozitív"
"197","R_Tn1JPPmeCImKEEx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"198","R_0P4vcdlzGFmD1Xb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199","R_bKkbO2ECzMFZRWp","próbatétel","időtöltés","siker","sikertelenség","mérkőzés","inkább pozitív","pozitív","pozitív","negatív","semleges","bukás","sikertelenség","csalódás","bizonyítási vágy","hiba","negatív","negatív","negatív","inkább pozitív","negatív","kritizálás","negatív vélemény","ösztönzés","megítélés","pozitív vélemény","negatív","negatív","inkább pozitív","negatív","pozitív"
"200","R_21FW1j1x3KZ8vOz","feladat","munka","nehézség","jutalom","próba","semleges","inkább negatív","inkább negatív","pozitív","inkább pozitív","csalódás","fájdalom","letört","tapasztalat","tanulás","negatív","negatív","negatív","inkább pozitív","pozitív","vélemény","tanulás","fejlődés","emberek","reflekció","semleges","inkább pozitív","pozitív","semleges","inkább pozitív"
"201","R_3KOpKCNnHq9iqk7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202","R_3Pq2PoPDbtcaKsq","motorozás","jogosítvány","forgalom","gyakorlás","felkészülés","pozitív","pozitív","inkább pozitív","inkább pozitív","inkább pozitív","nem jó","vizsga","egyes","felkészületlenség","szomorúság","negatív","inkább negatív","negatív","negatív","negatív","építő","műfaj","irodalom","bántó","gondolkodás","inkább pozitív","semleges","inkább pozitív","negatív","pozitív"
"203","R_diJXBoAZkchXHHj","feladat","párbaj","-","-","-","inkább pozitív","semleges","semleges","semleges","semleges","vizsga","harc","szerelem","kardvívás","állapot","negatív","semleges","pozitív","semleges","semleges","film","zene","vita","divat","könyv","pozitív","pozitív","semleges","semleges","pozitív"
"204","R_Uxq5DHoDlIHG8M1","új","küzdelem","siker","kudarc","ellenfél","inkább pozitív","pozitív","pozitív","negatív","semleges","vereség","hiábavaló","újra","pénz","rossz","negatív","inkább negatív","semleges","semleges","negatív","átgondol","negatív","tanár","javít","fejlődik","semleges","negatív","inkább negatív","inkább pozitív","inkább pozitív"
"205","R_1hQmHg2GBdZcG4A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206","R_eVSDVJ7H3rKlKPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"207","R_ekQsaUAOiwUlYcN","legyőzni a szorongásom","koncentrálni","ismerkedni","lemondani dolgokról","elengedni embereket","negatív","pozitív","pozitív","semleges","semleges","","","","","","","","","","","","","","","","","","","",""
"208","R_25WTsUtTSuLWy5F","harc","győzelem","ellenfél","fejlődés","tanulás","negatív","pozitív","inkább negatív","pozitív","pozitív","bukás","szorongás","feldolgozás","demotiváltság","szégyenérzet","negatív","negatív","inkább pozitív","negatív","negatív","sértettség","hiba","fejlődés","esély","javítás","negatív","inkább negatív","pozitív","pozitív","pozitív"
"209","R_24eBGyvblPZWhqS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210","R_6LNZY6tIk8czz0J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"211","R_2t2UBOgb3XdLxNp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212","R_Tiwbh0DXaMKK6o9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"213","R_W8uRFI3Y7merB3b","Siker","Büszkeség","Helyezés","Idő","Verseny","pozitív","pozitív","pozitív","semleges","pozitív","Sikertelenség","Bukás","Csalódottság","Hiány","Belefektetett idő","inkább negatív","negatív","semleges","negatív","semleges","Megjegyzés","Megvetés","Jellemzés","Másság","Elfogadás","semleges","inkább negatív","inkább pozitív","negatív","pozitív"
"214","R_3gXctDs8XNEDRp1","Lehetőség","Jövő","Türelem","Idő","Kaland","pozitív","pozitív","pozitív","pozitív","pozitív","Nehézség","Veszteség","Próba","Lehetőség","Esély","negatív","negatív","inkább pozitív","pozitív","pozitív","Írás","Pozitív","Fejlődés","Negatív","Iskola","pozitív","pozitív","pozitív","negatív","inkább pozitív"
"215","R_UliC14eokpHWWMp","szakdolgozat","vizsga","egyetem","munka","tanulás","semleges","inkább negatív","semleges","semleges","semleges","matematika","iskola","szomorúság","szülők","csalódás","semleges","semleges","negatív","semleges","negatív","iskola","egyetem","negatív","tanulás","dolgozat","semleges","semleges","negatív","semleges","inkább negatív"
"216","R_rkBzHPeJJpB8lXj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"217","R_1cTcxszJAyJBlFC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"218","R_1FOKJjzH7VZR4iw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"219","R_27BcOwAFpTcZMls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220","R_2bNaaGQUe3YRwer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
